Datalogfile:;R103_IBN_TORGUE
2016-08-02 17:21:53
Samplerate:;24.0;ms

Conditions:
1;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 1: Torque (REAL)
2;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 2: Torque (REAL)
3;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 3: Torque (REAL)
4;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 4: Torque (REAL)
5;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 5: Torque (REAL)
6;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 6: Torque (REAL)
7;No log
8;No log

No;Value 1;Value 2;Value 3;Value 4;Value 5;Value 6;Value 7;Value 8;
119;-1.238728;3.676048;7.527056;-0.07093825;0.4030771;-0.03870482;;;
120;-1.264009;4.00352;7.894423;-0.04258922;0.3854657;-0.02939265;;;
121;-1.274217;3.270292;7.517637;-0.03063536;0.3769814;-0.03903757;;;
122;-1.225754;3.50591;7.493422;-0.06530846;0.4157723;-0.03600496;;;
123;-1.289318;3.082642;7.705426;-0.05625786;0.3898574;-0.02060062;;;
124;-1.17681;3.349952;7.987339;-0.04231333;0.3974276;-0.03057259;;;
125;-1.168465;2.964887;7.274226;-0.01604451;0.3922338;-0.03587681;;;
126;-1.221743;3.218663;7.368724;-0.05331396;0.3618373;-0.01048667;;;
127;-1.133974;2.923818;7.771514;-0.03234062;0.3653836;-0.03433128;;;
128;-1.177816;2.771908;7.429953;-0.01295871;0.4103428;-0.02296046;;;
129;-1.252438;2.596995;7.745501;-0.0376846;0.3802201;-0.05498618;;;
130;-1.184921;2.563401;7.551011;-0.03755273;0.3763342;-0.03416527;;;
131;-1.239802;2.675207;7.953541;-0.000227785;0.372046;-0.03521783;;;
132;-1.394048;2.371931;7.298669;0.01117818;0.3685006;-0.0494527;;;
133;-1.36167;2.433883;7.820235;0.009483885;0.4253833;-0.05325431;;;
134;-1.28405;2.057181;7.543746;-0.00875543;0.3954222;-0.04952807;;;
135;-1.182204;2.307104;7.553256;0.06092018;0.3587242;-0.05808841;;;
136;-1.186875;1.861642;7.617547;0.04065451;0.4140896;-0.06229672;;;
137;-1.355932;2.077384;7.75317;0.03865369;0.3976288;-0.04834141;;;
138;-1.377002;1.756191;7.706665;0.03052913;0.3701605;-0.05252471;;;
139;-1.358629;1.813502;7.459104;0.04347524;0.4022926;-0.03934556;;;
140;-1.373482;1.555788;7.72431;0.0440001;0.390433;-0.05250578;;;
141;-1.199271;1.801357;7.469019;0.02602691;0.3887114;-0.04412514;;;
142;-1.20251;1.459173;7.740833;0.04294642;0.4109614;-0.03797078;;;
143;-1.205216;1.29492;7.587702;0.08081841;0.379358;-0.05496128;;;
144;-1.23665;1.180686;7.904889;0.0621755;0.38903;-0.05733289;;;
145;-1.402471;1.199057;7.880659;0.07611065;0.4067108;-0.04626437;;;
146;-1.396175;1.118072;7.472104;0.07880354;0.3769857;-0.06144334;;;
147;-1.356528;1.227649;7.7823;0.0881358;0.4006945;-0.06352023;;;
148;-1.399571;1.258827;7.547698;0.1028209;0.3875059;-0.04191677;;;
149;-1.32598;0.633593;7.469962;0.06138558;0.3823031;-0.04802372;;;
150;-1.208665;0.1048008;7.251373;0.1003768;0.4204192;-0.05746856;;;
151;-0.9529165;-0.4039395;6.928845;0.1022749;0.3765146;-0.04157959;;;
152;-0.8250434;-1.062234;6.762669;0.09197313;0.3729429;-0.04869869;;;
153;-0.6285998;-1.624782;5.831023;0.08803034;0.3254081;-0.05877547;;;
154;-0.3469453;-2.117608;5.627882;0.05429302;0.3156957;-0.05051917;;;
155;-0.1574415;-2.930873;5.353589;0.04312421;0.2898287;-0.02998642;;;
156;0.01537054;-2.816319;4.892237;0.0443032;0.261624;-0.03208909;;;
157;0.1179378;-3.566344;4.935971;0.05008825;0.2388366;-0.04043933;;;
158;0.1186564;-3.951698;5.114446;0.06768622;0.236791;-0.02479217;;;
159;0.1287934;-3.935353;5.05571;0.05711233;0.226635;-0.0398235;;;
160;0.05136384;-4.079386;4.557614;0.07370123;0.1962699;-0.04300312;;;
161;0.05935246;-3.921345;4.711754;0.06272652;0.186051;-0.03776895;;;
162;-0.06091619;-4.392537;4.89707;0.05559334;0.179768;-0.03659474;;;
163;-0.1836096;-4.4846;4.975297;0.08574269;0.1732088;-0.03953281;;;
164;-0.2914893;-4.540089;5.073342;0.08622117;0.152449;-0.03218409;;;
165;-0.3542053;-4.172341;5.483895;0.08994613;0.1649943;-0.03902812;;;
166;-0.4921193;-4.077094;5.40675;0.1004283;0.1486344;-0.0326677;;;
167;-0.563094;-4.132591;5.285601;0.09125388;0.1635561;-0.02733442;;;
168;-0.5897067;-4.184749;5.25735;0.1054259;0.1601421;-0.03133728;;;
169;-0.5698857;-4.321846;5.383184;0.1025992;0.1371191;-0.02679062;;;
170;-0.5514832;-4.371399;5.416033;0.1027;0.1528234;-0.03252785;;;
171;-0.5042715;-4.35536;5.461225;0.1116428;0.1492458;-0.03145497;;;
172;-0.5146641;-4.308613;5.418131;0.1110825;0.1418618;-0.02424136;;;
173;-0.5298578;-4.319174;5.396496;0.0997668;0.1382742;-0.02587743;;;
174;-0.5322857;-4.384819;5.433075;0.1055915;0.1449762;-0.02060688;;;
175;-0.5522975;-4.456786;5.446582;0.1061594;0.1292644;-0.02666985;;;
176;-0.5521716;-4.513758;5.454472;0.1071761;0.1336112;-0.02334282;;;
177;-0.5597562;-4.56759;5.418027;0.09993798;0.1276717;-0.02603824;;;
178;-0.5647384;-4.673665;5.441278;0.1052299;0.1238401;-0.02012972;;;
179;-0.560022;-4.737198;5.411079;0.114649;0.1218531;-0.02726559;;;
180;-0.550747;-4.832813;5.43067;0.1020854;0.1239528;-0.02492083;;;
181;-0.5489101;-4.88869;5.413861;0.1043683;0.1112727;-0.03052339;;;
182;-0.5524391;-4.947754;5.430475;0.1167942;0.1167836;-0.02259351;;;
183;-0.5476542;-4.980006;5.410257;0.1093526;0.1106627;-0.02417595;;;
184;-0.5279027;-4.996371;5.408893;0.1092715;0.1052096;-0.02658735;;;
185;-0.5444636;-5.076926;5.394057;0.1002347;0.1072806;-0.02309126;;;
186;-0.5880232;-5.112054;5.400259;0.1055261;0.1063176;-0.02188245;;;
187;-0.6584322;-5.196567;5.383381;0.09974404;0.1086904;-0.02498797;;;
188;-1.013459;-5.262932;5.385469;0.1051497;0.09064438;-0.02509956;;;
189;-2.135963;-5.267087;5.363893;0.1028136;0.09635431;-0.01962163;;;
190;-3.717681;-5.320445;5.378065;0.0998536;0.09345245;-0.01771058;;;
191;-5.174366;-5.365897;5.367148;0.09994785;0.108995;-0.02124674;;;
192;-6.555569;-5.444691;5.361391;0.103946;0.1009474;-0.02012905;;;
193;-7.404259;-5.50239;5.351241;0.1085852;0.1083249;-0.0216173;;;
194;-7.566374;-5.549326;5.361055;0.1080279;0.108694;-0.02489827;;;
195;-7.659572;-5.548134;5.342795;0.1060367;0.1151792;-0.02076107;;;
196;-8.043289;-5.596411;5.347599;0.1011881;0.1058853;-0.02322713;;;
197;-8.187713;-5.679178;5.331916;0.1066101;0.1108253;-0.01921215;;;
198;-7.74472;-5.67031;5.34364;0.1038827;0.121269;-0.02126916;;;
199;-7.226966;-5.75106;5.338831;0.1080471;0.1173118;-0.02067263;;;
200;-6.238068;-5.816435;5.336593;0.1004467;0.1218157;-0.02795057;;;
201;-5.357656;-5.838985;5.328331;0.1020259;0.1190746;-0.01578104;;;
202;-4.661201;-5.876571;5.328104;0.1040018;0.1131804;-0.0174763;;;
203;-3.946929;-5.921479;5.327845;0.1057547;0.1199882;-0.01658942;;;
204;-3.212089;-5.945914;5.322335;0.1063746;0.1170184;-0.0219817;;;
205;-2.179023;-5.972831;5.323114;0.09294214;0.1124945;-0.01971856;;;
206;-2.225591;-5.999722;5.304396;0.0951836;0.1006425;-0.02484659;;;
207;-2.747386;-6.017337;5.308874;0.09665166;0.1152606;-0.02504548;;;
208;-3.098497;-5.997473;5.277209;0.1006323;0.1197798;-0.02164451;;;
209;-3.274143;-6.005623;5.316242;0.09264218;0.1113869;-0.03090313;;;
210;-2.72293;-6.049412;5.309572;0.08920496;0.1171256;-0.02233081;;;
211;-3.020407;-6.104424;5.290865;0.1004587;0.1091212;-0.02490987;;;
212;-2.643989;-6.053794;5.304654;0.08636963;0.1183205;-0.02407203;;;
213;-3.01189;-6.046888;5.275101;0.1018443;0.1095091;-0.02726832;;;
214;-2.409373;-6.142406;5.27004;0.09066906;0.1090869;-0.02455146;;;
215;-2.455321;-6.14952;5.282397;0.09171072;0.1055125;-0.02737861;;;
216;-2.500443;-6.150498;5.259586;0.07785925;0.1082358;-0.02640557;;;
217;-3.013953;-6.143706;5.260382;0.08463866;0.1052508;-0.02812297;;;
218;-2.878405;-6.130523;5.25317;0.09035484;0.1122713;-0.02589421;;;
219;-2.817007;-6.11094;5.258044;0.07966208;0.105298;-0.02418622;;;
220;-2.603396;-6.177255;5.252421;0.08420528;0.1102811;-0.02273695;;;
221;-2.892015;-6.131603;5.250726;0.08074026;0.1109576;-0.02697725;;;
222;-2.94791;-6.148493;5.267199;0.08363066;0.1009591;-0.02612798;;;
223;-2.764942;-6.102207;5.221383;0.0764006;0.1013526;-0.02610952;;;
224;-2.378925;-6.099814;5.247024;0.07861032;0.0971884;-0.02300821;;;
225;-2.564704;-6.157965;5.219032;0.08173305;0.1108679;-0.02211201;;;
226;-2.687891;-6.164002;5.227981;0.07431541;0.1041686;-0.02088398;;;
227;-2.867405;-6.160596;5.215819;0.07811142;0.1076366;-0.0302974;;;
228;-2.586039;-6.14336;5.225674;0.07640483;0.1040099;-0.0261886;;;
229;-2.748604;-6.137288;5.212692;0.08225006;0.09456301;-0.02937574;;;
230;-2.905828;-6.140436;5.218501;0.07739588;0.1126751;-0.02225041;;;
231;-2.974916;-6.160795;5.217322;0.08467208;0.1031071;-0.02599699;;;
232;-2.847174;-6.134628;5.205291;0.07181516;0.1004414;-0.02762725;;;
233;-2.494708;-6.113863;5.200077;0.08184443;0.1008369;-0.02763403;;;
234;-2.496083;-6.171444;5.188068;0.07563732;0.1036808;-0.01986904;;;
235;-2.539176;-6.134342;5.19148;0.06918198;0.09641973;-0.0264318;;;
236;-2.939227;-6.10448;5.189887;0.07115366;0.1008423;-0.02372627;;;
237;-2.750378;-6.090371;5.177776;0.06895276;0.09508229;-0.02549156;;;
238;-2.996723;-6.125023;5.189561;0.07927909;0.09682009;-0.03226675;;;
239;-2.782953;-6.135571;5.185877;0.07426938;0.1021548;-0.02962891;;;
240;-3.106883;-6.133916;5.18176;0.0708837;0.1004868;-0.02986314;;;
241;-2.659815;-6.16034;5.167396;0.07230823;0.09051427;-0.02634293;;;
242;-2.63201;-6.18286;5.158282;0.06358682;0.1000066;-0.0296323;;;
243;-2.267744;-6.161762;5.185069;0.0659526;0.09579993;-0.02839305;;;
244;-2.700995;-6.125686;5.167209;0.06432868;0.09518745;-0.02848016;;;
245;-2.878666;-6.149135;5.158091;0.05806805;0.1005641;-0.02289972;;;
246;-3.098994;-6.138441;5.15869;0.06852115;0.09216391;-0.03023059;;;
247;-2.715321;-6.122828;5.14589;0.05742105;0.101414;-0.02699594;;;
248;-3.021182;-6.161492;5.15918;0.06601577;0.09209498;-0.02851804;;;
249;-2.936648;-6.149487;5.151595;0.05817977;0.09441895;-0.03122192;;;
250;-2.925611;-6.153602;5.141001;0.0627739;0.09110855;-0.02762487;;;
251;-2.360499;-6.131582;5.137217;0.06582016;0.09858701;-0.03214541;;;
252;-2.44646;-6.114668;5.142181;0.06116698;0.09384483;-0.02820746;;;
253;-2.5087;-6.094854;5.114857;0.05447923;0.08281109;-0.03288005;;;
254;-3.14675;-6.148787;5.121933;0.05640417;0.09590388;-0.02903709;;;
255;-2.879872;-6.145635;5.121709;0.05963101;0.09013449;-0.03326971;;;
256;-2.877707;-6.106215;5.114627;0.05397722;0.0978159;-0.03141618;;;
257;-2.774632;-6.113442;5.119717;0.05916037;0.09554071;-0.02853364;;;
258;-3.00615;-6.106246;5.09237;0.06268574;0.08542655;-0.03628106;;;
259;-2.760739;-6.104664;5.12477;0.05585903;0.09476333;-0.03302;;;
260;-2.632422;-6.121117;5.126738;0.05952299;0.08720537;-0.03346422;;;
261;-2.232331;-6.107796;5.109401;0.0526017;0.08804468;-0.02560519;;;
262;-2.027761;-6.104589;5.078629;0.05593948;0.08233317;-0.0336816;;;
263;-1.722914;-6.097149;5.089866;0.05511425;0.08048432;-0.02720722;;;
264;-0.5066112;-6.104123;5.109907;0.05125081;0.08873138;-0.03009919;;;
265;0.9202919;-6.098256;5.089497;0.05500301;0.08476859;-0.03444908;;;
266;2.482192;-6.086915;5.106081;0.04118386;0.0614636;-0.03468765;;;
267;3.825788;-5.988306;5.103771;0.02471839;0.04254599;-0.04190929;;;
268;3.959281;-5.921437;5.09249;0.02524301;0.0289141;-0.04053282;;;
269;3.249345;-5.898829;5.094342;0.02180898;0.01800944;-0.04050952;;;
270;2.885827;-5.8093;5.080386;0.02302674;0.009139776;-0.03961938;;;
271;3.096831;-5.839598;5.08725;0.01491133;0.004051901;-0.04647111;;;
272;3.427063;-5.842114;5.083883;0.007093815;-0.001363566;-0.03879056;;;
273;4.078005;-5.802705;5.075481;0.001376481;-0.00790214;-0.04069939;;;
274;4.651213;-5.695909;5.065194;-0.005176982;-0.01391693;-0.04911096;;;
275;4.593925;-5.6716;5.073914;-0.01552728;-0.02510943;-0.04920315;;;
276;5.622233;-5.718737;5.068113;-0.01359443;-0.03465181;-0.04834821;;;
277;5.931209;-5.666649;5.06427;-0.009224168;-0.04167657;-0.05308874;;;
278;7.172284;-5.634401;5.061331;-0.02029993;-0.04640015;-0.05011294;;;
279;7.751769;-5.614092;5.046463;-0.02871719;-0.04802383;-0.05042711;;;
280;8.441831;-5.586328;5.058535;-0.04006347;-0.05840059;-0.0546193;;;
281;8.342785;-5.575792;5.060228;-0.04131424;-0.06396622;-0.05085737;;;
282;8.161333;-5.516091;5.06912;-0.04632949;-0.06864342;-0.0559309;;;
283;7.247272;-5.48059;5.052917;-0.04945989;-0.06345131;-0.0575429;;;
284;6.37327;-5.468908;5.027652;-0.04957579;-0.06157742;-0.0586187;;;
285;5.621655;-5.504066;5.028823;-0.05478301;-0.06384853;-0.05983601;;;
286;5.02426;-5.442438;5.045354;-0.05965334;-0.06196593;-0.0533988;;;
287;4.206606;-5.414528;5.043483;-0.06417374;-0.06630033;-0.04803354;;;
288;3.137805;-5.403414;5.033204;-0.06670633;-0.05407616;-0.04882291;;;
289;2.253963;-5.388393;5.047454;-0.05754132;-0.03438762;-0.05194739;;;
290;1.967066;-5.404597;5.033513;-0.06857024;-0.04019262;-0.04362871;;;
291;2.223338;-5.358479;5.053397;-0.06364392;-0.03453405;-0.04286017;;;
292;2.779904;-5.367816;5.02288;-0.07072102;-0.0288395;-0.0414306;;;
293;3.095857;-5.303909;5.012939;-0.07380489;-0.02050061;-0.03978427;;;
294;2.980169;-5.299701;5.018662;-0.07153733;-0.01783443;-0.03391747;;;
295;2.867921;-5.280328;5.02754;-0.07498369;-0.01529823;-0.04033389;;;
296;2.083437;-5.277571;5.037283;-0.07393485;-0.01084482;-0.02999842;;;
297;2.280417;-5.262996;5.027348;-0.07925232;-0.01221033;-0.03617807;;;
298;1.986274;-5.249323;5.00206;-0.07894888;-0.003468009;-0.03294876;;;
299;2.285685;-5.1968;5.019664;-0.075315;0.01008014;-0.03267908;;;
300;2.437643;-5.201728;5.017838;-0.07271455;0.0009035933;-0.03225959;;;
301;3.162492;-5.229999;5.006727;-0.08866221;0.01267391;-0.02907979;;;
302;2.956194;-5.18153;5.000371;-0.07477561;0.01488847;-0.02126742;;;
303;2.669207;-5.136778;5.004182;-0.08188993;0.01958602;-0.02041732;;;
304;1.991765;-5.155838;5.008071;-0.09772867;0.02301376;-0.01966247;;;
305;2.014622;-5.164834;4.999837;-0.09351158;0.02199033;-0.01299097;;;
306;2.320971;-5.158234;4.985337;-0.09016018;0.02174099;-0.02238295;;;
307;2.585619;-5.119707;5.00457;-0.07616419;0.02169294;-0.01329772;;;
308;2.626354;-5.065002;5.002547;-0.08086331;0.02608513;-0.01611419;;;
309;2.813837;-5.071025;4.99311;-0.08401993;0.03147475;-0.01119604;;;
310;2.849051;-5.089042;5.003633;-0.08237884;0.03213982;-0.01377922;;;
311;2.608922;-5.082534;4.991671;-0.08363911;0.04051749;-0.01078615;;;
312;2.274358;-5.106588;4.997694;-0.08630266;0.03065377;-0.009022375;;;
313;2.084221;-5.046948;4.973827;-0.08563707;0.02670853;-0.009183693;;;
314;2.201;-5.054099;4.974967;-0.08944573;0.043784;-0.00780795;;;
315;2.622134;-5.002635;4.967748;-0.08738841;0.04115278;-0.004987096;;;
316;2.710438;-5.054458;4.987047;-0.08524785;0.04338661;-0.00331528;;;
317;2.800428;-5.039202;4.972806;-0.0858401;0.03969857;-0.00621364;;;
318;2.672965;-5.008811;4.98228;-0.08197524;0.05150417;-6.837567e-05;;;
319;2.654391;-4.9737;4.967938;-0.07909455;0.04812075;0.005693748;;;
320;2.557482;-4.996998;4.98001;-0.08289038;0.05103463;0.002726427;;;
321;2.403707;-5.021231;4.974959;-0.0862316;0.04696158;2.509438e-05;;;
322;2.252703;-4.983258;4.981556;-0.08558345;0.05088288;-0.002105015;;;
323;2.29839;-4.986461;4.97713;-0.08884073;0.04586053;0.006160598;;;
324;2.724181;-4.976051;4.977639;-0.09203016;0.04973917;0.002989646;;;
325;2.81762;-4.996274;4.981649;-0.08647239;0.04597803;0.0005065192;;;
326;2.780262;-4.970482;4.963025;-0.08544145;0.05634391;0.00769967;;;
327;2.374395;-4.951742;4.964409;-0.09175456;0.04635175;0.008309611;;;
328;2.628028;-4.997754;4.982492;-0.08200201;0.05352715;0.006026236;;;
329;2.590778;-4.970448;4.961305;-0.08407481;0.05346758;0.002623485;;;
330;2.597659;-4.949082;4.941306;-0.09639353;0.05335858;0.004713436;;;
331;2.307583;-4.968086;4.956043;-0.08502201;0.0590849;0.00363349;;;
332;2.357144;-4.945952;4.963072;-0.08582274;0.04935221;0.0005779018;;;
333;2.756858;-4.937131;4.968154;-0.09020744;0.05178487;0.006208735;;;
334;2.730531;-4.954141;4.940905;-0.0894203;0.054094;0.008930997;;;
335;2.511153;-4.999461;4.950872;-0.08817594;0.04946696;0.007994561;;;
336;2.436412;-5.00449;4.965348;-0.08642174;0.05427864;0.008385368;;;
337;2.578505;-5.021672;4.953008;-0.0887967;0.05945762;0.00642692;;;
338;2.953735;-4.984743;4.948492;-0.08268627;0.05046036;0.005450128;;;
339;2.415601;-4.980197;4.939601;-0.08995531;0.05134816;0.008583253;;;
340;2.393072;-4.983129;4.949541;-0.08583508;0.06550733;0.00434531;;;
341;2.214799;-4.971055;4.963498;-0.09075978;0.05020763;0.007430539;;;
342;2.854298;-4.994172;4.957859;-0.08204661;0.05736762;0.008221684;;;
343;2.666895;-4.951948;4.94752;-0.07848786;0.06026578;0.008762852;;;
344;2.977074;-4.948122;4.936124;-0.08034095;0.04912736;0.009255303;;;
345;2.274037;-4.980513;4.948339;-0.08315895;0.05373325;0.005154628;;;
346;2.68654;-4.957496;4.932324;-0.08393263;0.04920289;0.005311779;;;
347;2.564363;-5.008678;4.948858;-0.08217129;0.06475422;0.01021293;;;
348;2.731619;-4.970113;4.941288;-0.08041979;0.05454025;0.005605751;;;
349;2.385014;-4.967816;4.929364;-0.08636715;0.054374;0.001029261;;;
350;2.337881;-4.955262;4.946292;-0.08723817;0.04994078;0.00846023;;;
351;2.604934;-4.982667;4.934058;-0.08910682;0.05800135;0.0003686933;;;
352;2.821465;-4.995735;4.948351;-0.08935789;0.05271625;0.006797573;;;
353;2.778173;-4.993449;4.94596;-0.08115177;0.0561146;0.006949649;;;
354;2.502769;-4.989334;4.920874;-0.08681065;0.05700975;0.008632363;;;
355;2.432502;-5.012676;4.925981;-0.08381572;0.05282941;0.002584281;;;
356;2.96089;-4.975029;4.93189;-0.08920297;0.05759409;0.007313304;;;
357;2.613133;-5.005479;4.927959;-0.08725525;0.05685493;0.004513486;;;
358;2.570185;-4.9786;4.931024;-0.08081699;0.04688364;0.005179034;;;
359;2.095926;-4.969132;4.943951;-0.08462199;0.04890705;0.001803492;;;
360;2.839052;-4.981775;4.936092;-0.07711842;0.04449858;0.002681858;;;
361;2.963177;-5.006657;4.933143;-0.08368417;0.05186402;0.007748073;;;
362;3.02257;-5.000717;4.93114;-0.08054305;0.06022929;-0.0004283202;;;
363;2.230876;-4.987602;4.942883;-0.08787728;0.04799626;0.003030873;;;
364;2.522349;-4.966532;4.926793;-0.08360229;0.05545506;0.004274284;;;
365;2.792551;-5.052285;4.920903;-0.07821894;0.04768844;0.002620824;;;
366;2.75192;-4.975149;4.938608;-0.0939208;0.05500291;0.006957477;;;
367;2.686314;-4.993418;4.939499;-0.0835459;0.05733372;0.004596606;;;
368;2.419172;-4.962024;4.94628;-0.08512118;0.05911527;-0.001689558;;;
369;2.869914;-5.00331;4.933696;-0.08913488;0.05035656;0.0003386534;;;
370;2.78061;-4.989163;4.941865;-0.0877156;0.05392279;0.005938976;;;
371;2.99901;-4.981737;4.92518;-0.08934186;0.05072267;0.002832596;;;
372;2.535934;-5.035051;4.926974;-0.086538;0.0584566;0.00100867;;;
373;2.424493;-5.008265;4.926661;-0.07893745;0.05509249;0.007361535;;;
374;2.912704;-5.025704;4.935514;-0.08045989;0.05160631;0.007368548;;;
375;2.603125;-5.020226;4.920475;-0.0837407;0.05493725;0.004166972;;;
376;2.576276;-4.977959;4.933867;-0.0914816;0.03959782;-0.002641063;;;
377;2.352239;-4.976424;4.929428;-0.08233823;0.05662802;0.0003070451;;;
378;2.828675;-5.021538;4.921648;-0.09264379;0.05222245;0.006875201;;;
379;2.991724;-5.047596;4.943891;-0.08613431;0.04405259;-0.002855696;;;
380;3.116368;-5.038032;4.928156;-0.08170821;0.05301571;0.002845283;;;
381;2.527993;-5.037426;4.927905;-0.07730676;0.05254846;-0.001831369;;;
