TCP20 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP21 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP22 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP23 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP24 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP25 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP26 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP27 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP28 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP29 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP30 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP31 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP32 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP33 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP34 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP35 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP36 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP37 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP38 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP39 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP40 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP41 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP42 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP43 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP44 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP45 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP46 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP47 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP48 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP49 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP50 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP51 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP52 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP53 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP54 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP55 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP56 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP57 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP58 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP59 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP60 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP61 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP62 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP63 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP64 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP65 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP66 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP67 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP68 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP69 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP70 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP71 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP72 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP73 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP74 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP75 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP76 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP77 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP78 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP79 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP80 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP81 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP82 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP83 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP84 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP85 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP86 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP87 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP88 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP89 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP90 =  0.00000  356.290 -101.420 -90.0000 -150.000  0.00000   1       ;TCP 90
TCP91 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP92 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP93 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP94 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP95 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP96 =  0.00000  0.00000  0.00000  0.00000  0.00000  0.00000   1       ;
TCP97 =  0.00000  317.380 -154.800  0.00000  0.00000 -60.0000   1       ;127mm bm
TCP98 =  0.00000  317.380 -154.800  90.0000 -30.0000 -180.000   1       ;127mm ACP Teachadapter
TCP99 =  0.00000  254.330 -44.8200  0.00000  0.00000 -60.0000   1       ;0mm ACP Teachadapter
