Datalogfile:;R104_IBN_TORGUE
2016-08-02 17:29:17
Samplerate:;24.0;ms

Conditions:
1;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 1: Torque (REAL)
2;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 2: Torque (REAL)
3;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 3: Torque (REAL)
4;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 4: Torque (REAL)
5;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 5: Torque (REAL)
6;IF;OUT:Prg running (BOOL);>;0.0;THEN LOG;Axis 6: Torque (REAL)
7;No log
8;No log

No;Value 1;Value 2;Value 3;Value 4;Value 5;Value 6;Value 7;Value 8;
123;1.087957;2.764336;7.687417;-0.4166672;0.4916455;-0.2416285;;;
124;1.106733;2.158976;7.940883;-0.4273082;0.4839522;-0.239271;;;
125;0.9788672;2.488989;7.470092;-0.421257;0.5258659;-0.239337;;;
126;0.9898818;2.020535;7.628139;-0.426074;0.5362738;-0.2371477;;;
127;0.9892912;2.28838;7.75239;-0.4497593;0.4934859;-0.2435377;;;
128;0.907115;1.81119;8.052741;-0.4372343;0.517985;-0.234638;;;
129;0.9296403;2.176491;7.286565;-0.4514929;0.5504763;-0.2429555;;;
130;0.9179606;1.914406;7.592234;-0.4621827;0.4831652;-0.2536321;;;
131;1.018503;2.021055;7.992848;-0.4445907;0.5542477;-0.247638;;;
132;1.032803;1.67076;7.518848;-0.4733931;0.5061662;-0.2312462;;;
133;0.9014294;1.560677;7.712331;-0.5044653;0.4501258;-0.2306213;;;
134;0.9216622;1.580479;7.997123;-0.4623887;0.5436432;-0.2417823;;;
135;0.9997479;1.425158;7.849988;-0.4606843;0.5451156;-0.2369266;;;
136;0.9778405;1.696761;7.607491;-0.4818753;0.5104811;-0.2603522;;;
137;0.9780324;1.307752;7.753803;-0.4806565;0.5107802;-0.2292722;;;
138;1.023764;1.456917;7.622308;-0.452272;0.5479534;-0.2335706;;;
139;1.025861;0.9798062;7.795182;-0.4626823;0.5059049;-0.2194733;;;
140;1.089407;1.070045;7.555043;-0.4780768;0.5577444;-0.2370098;;;
141;1.057072;0.6579227;8.191695;-0.4782085;0.4844874;-0.2273995;;;
142;0.950848;1.045277;7.52002;-0.4740593;0.5362661;-0.2355544;;;
143;0.9241606;0.8639556;7.891828;-0.4700572;0.5574375;-0.2230818;;;
144;0.9606258;1.064692;7.677525;-0.4589111;0.5147159;-0.2304445;;;
145;1.030248;0.6831694;7.751958;-0.4539766;0.563426;-0.24186;;;
146;0.9735944;0.424043;7.448918;-0.44343;0.5415447;-0.235117;;;
147;0.8860359;-0.2805619;7.203756;-0.4551791;0.5096233;-0.2385306;;;
148;0.920001;-0.9057781;7.100514;-0.4156058;0.4807158;-0.2519504;;;
149;0.7192274;-1.185933;6.657865;-0.4073576;0.5110691;-0.237695;;;
150;0.6010061;-1.77192;6.103189;-0.4232663;0.4344061;-0.2304426;;;
151;0.5136262;-2.417033;5.699421;-0.4003153;0.4977021;-0.2254661;;;
152;0.1344671;-2.84644;5.409641;-0.3949715;0.3716777;-0.1958087;;;
153;-0.129096;-3.779538;5.049988;-0.3578174;0.3892026;-0.1929664;;;
154;-0.2994071;-4.106957;4.945189;-0.3352105;0.3620712;-0.1852232;;;
155;-0.288421;-4.299753;4.69029;-0.3159812;0.3002444;-0.1749829;;;
156;-0.1700755;-4.375189;4.840657;-0.2978478;0.3064505;-0.1615864;;;
157;0.1647431;-4.340978;5.141145;-0.2784367;0.2648863;-0.1638119;;;
158;0.1650957;-4.345543;4.801473;-0.2623732;0.2450518;-0.1507115;;;
159;0.1181727;-4.59777;5.069054;-0.2318091;0.2030804;-0.1293221;;;
160;0.1908455;-4.589616;4.988918;-0.2124466;0.1993178;-0.1390776;;;
161;0.1987986;-4.420091;5.142467;-0.1902695;0.1959584;-0.1245415;;;
162;0.3005304;-4.307842;5.394242;-0.1755042;0.1818656;-0.1100358;;;
163;0.3658913;-4.375668;5.191258;-0.1663685;0.1708423;-0.1131409;;;
164;0.4256645;-4.450072;5.179192;-0.1584457;0.1425962;-0.1091646;;;
165;0.5023847;-4.57118;5.347209;-0.1528573;0.1453781;-0.1009727;;;
166;0.5148304;-4.586214;5.466439;-0.142189;0.1336013;-0.1015075;;;
167;0.5103665;-4.570889;5.448836;-0.1354713;0.1337465;-0.1032202;;;
168;0.4901257;-4.501603;5.440023;-0.1313661;0.1327607;-0.09570877;;;
169;0.4472438;-4.51153;5.427939;-0.1245414;0.1329774;-0.08514285;;;
170;0.4785547;-4.519426;5.446589;-0.1221485;0.1177724;-0.07530094;;;
171;0.4761558;-4.592468;5.433211;-0.1135005;0.1306856;-0.08765849;;;
172;0.4958042;-4.680319;5.459199;-0.09620672;0.111785;-0.07127764;;;
173;0.4994057;-4.728694;5.452959;-0.09411119;0.1213656;-0.06902897;;;
174;0.5224086;-4.752635;5.451387;-0.08797169;0.125305;-0.06087217;;;
175;0.4820012;-4.836193;5.461598;-0.07811739;0.1051469;-0.06703976;;;
176;0.4975982;-4.872914;5.432831;-0.07593033;0.1061872;-0.06428628;;;
177;0.4793929;-4.938612;5.423346;-0.06598628;0.1242994;-0.0570481;;;
178;0.4928377;-4.967185;5.425082;-0.05695392;0.1036896;-0.04985378;;;
179;0.5124071;-5.023542;5.418217;-0.04933088;0.102746;-0.048585;;;
180;0.520728;-5.016713;5.418249;-0.04815502;0.105571;-0.0440291;;;
181;0.4816238;-5.049634;5.397896;-0.04083006;0.1039784;-0.04155484;;;
182;0.501677;-5.031018;5.392725;-0.03505255;0.09012698;-0.03779116;;;
183;0.4502592;-5.102811;5.388244;-0.0292975;0.0940625;-0.03621319;;;
184;-0.009952213;-5.093589;5.399725;-0.02147055;0.09228231;-0.03237166;;;
185;-0.3474528;-5.11673;5.378296;-0.009123887;0.08649251;-0.03146832;;;
186;-1.40739;-5.115934;5.380695;-0.004866476;0.0822598;-0.03646251;;;
187;-3.098089;-5.144287;5.373934;-0.002139177;0.07673711;-0.02620314;;;
188;-5.010654;-5.198176;5.391768;0.003722467;0.08172334;-0.0179715;;;
189;-6.509892;-5.19292;5.377728;0.01359194;0.08640658;-0.02643993;;;
190;-7.05441;-5.229011;5.379093;0.01563614;0.08979113;-0.009297387;;;
191;-7.280246;-5.237004;5.363176;0.04172476;0.0814071;-0.007660917;;;
192;-7.401711;-5.287477;5.351669;0.03869925;0.08364257;-0.01105767;;;
193;-7.447774;-5.327359;5.358023;0.0302939;0.09586272;-0.0006111239;;;
194;-7.983238;-5.362848;5.353709;0.03951062;0.08108433;0.006158062;;;
195;-7.692869;-5.381421;5.370198;0.05683421;0.09465706;-0.001084175;;;
196;-7.70164;-5.406537;5.354754;0.0601387;0.0905098;0.00205613;;;
197;-6.745661;-5.453353;5.325493;0.06289517;0.09101152;0.003955278;;;
198;-5.377865;-5.489005;5.351437;0.07177074;0.09547677;0.006978683;;;
199;-3.896731;-5.493886;5.334247;0.08105037;0.08265051;0.009954401;;;
200;-2.831638;-5.538628;5.323374;0.06893021;0.09896789;0.01344423;;;
201;-2.49833;-5.554295;5.330246;0.0659763;0.08376832;0.01905994;;;
202;-2.639265;-5.579594;5.309768;0.06557481;0.09904039;0.01442984;;;
203;-3.055505;-5.644169;5.309804;0.07058762;0.0906532;0.0134812;;;
204;-3.092476;-5.633737;5.328512;0.07795004;0.07614391;0.0107088;;;
205;-2.965286;-5.632079;5.291341;0.07769157;0.07614712;0.02284787;;;
206;-2.703338;-5.694293;5.299007;0.07390811;0.09799264;0.02591284;;;
207;-2.628803;-5.711501;5.29014;0.07655806;0.0747309;0.01795633;;;
208;-2.463532;-5.67417;5.290169;0.07801293;0.0831905;0.0178825;;;
209;-2.399407;-5.669337;5.279563;0.07235791;0.07561441;0.02406337;;;
210;-2.229143;-5.701769;5.289289;0.07355645;0.09493964;0.0279383;;;
211;-2.647798;-5.734765;5.261373;0.08098556;0.07367394;0.03533587;;;
212;-2.866165;-5.732006;5.281704;0.07293857;0.0711688;0.02378297;;;
213;-2.919707;-5.732215;5.257351;0.07173062;0.089665;0.03545815;;;
214;-2.638078;-5.705502;5.253242;0.07702272;0.09144134;0.03645392;;;
215;-2.597779;-5.729329;5.2499;0.07953072;0.06827254;0.03625898;;;
216;-2.639463;-5.761751;5.274028;0.06821246;0.0747128;0.03887117;;;
217;-2.793753;-5.776117;5.248262;0.07064363;0.06447869;0.04032562;;;
218;-2.446187;-5.747766;5.25181;0.07494635;0.07775699;0.03394443;;;
219;-2.213854;-5.76641;5.238647;0.06979875;0.06119516;0.03089645;;;
220;-2.392019;-5.767316;5.228201;0.07327548;0.07678038;0.03300657;;;
221;-2.858367;-5.728489;5.237924;0.06896911;0.05962828;0.04161442;;;
222;-2.909248;-5.772148;5.232545;0.07083418;0.08421908;0.0469463;;;
223;-2.580869;-5.783807;5.227365;0.06864189;0.06288265;0.03920184;;;
224;-2.663799;-5.762791;5.241425;0.0761223;0.06545684;0.02966265;;;
225;-2.519829;-5.772058;5.225998;0.06434805;0.06082922;0.04215482;;;
226;-2.8055;-5.77971;5.221016;0.07246108;0.07845171;0.03827973;;;
227;-2.408707;-5.739787;5.22075;0.07352317;0.07172613;0.03407884;;;
228;-2.415807;-5.754359;5.224025;0.05581694;0.06121642;0.03758159;;;
229;-2.436125;-5.745131;5.229999;0.06728612;0.07190683;0.03356812;;;
230;-2.852745;-5.748732;5.200339;0.07050382;0.07739303;0.04168183;;;
231;-2.80899;-5.750451;5.198067;0.06736041;0.06769362;0.04047965;;;
232;-2.686918;-5.770355;5.206781;0.06447242;0.08538205;0.0302063;;;
233;-2.319675;-5.78194;5.19095;0.06871007;0.07244245;0.03981933;;;
234;-2.735852;-5.809092;5.194224;0.06753569;0.05334831;0.03833112;;;
235;-2.613475;-5.780571;5.185293;0.0665196;0.04945571;0.0333054;;;
236;-2.630776;-5.755034;5.184822;0.06466147;0.05830333;0.03749926;;;
237;-2.359372;-5.77229;5.160366;0.05936339;0.07487793;0.03063068;;;
238;-2.568665;-5.787817;5.170843;0.06284044;0.07609389;0.03340013;;;
239;-2.790222;-5.806827;5.180307;0.06300555;0.05613199;0.03127658;;;
240;-3.109281;-5.779578;5.174216;0.06117323;0.06491875;0.02628838;;;
241;-2.637284;-5.781579;5.170002;0.06324833;0.07109117;0.02621244;;;
242;-2.539613;-5.790008;5.17639;0.06609034;0.05616263;0.03271081;;;
243;-2.235085;-5.800357;5.167385;0.05740648;0.08016524;0.03193098;;;
244;-2.729137;-5.778399;5.172579;0.06115154;0.05084891;0.0328421;;;
245;-2.53189;-5.75757;5.160079;0.06151369;0.06952851;0.04031125;;;
246;-2.761031;-5.800275;5.171918;0.05271457;0.0561481;0.02649181;;;
247;-2.456382;-5.77976;5.154648;0.06007705;0.08198095;0.03690348;;;
248;-2.886693;-5.775818;5.169301;0.05797811;0.06298224;0.02957553;;;
249;-2.74144;-5.782094;5.15475;0.0580962;0.07169311;0.02940145;;;
250;-2.882384;-5.755869;5.133797;0.06136457;0.05979864;0.02826497;;;
251;-2.354316;-5.81375;5.131512;0.0617459;0.05113619;0.02801653;;;
252;-2.647254;-5.780698;5.135641;0.0536382;0.04393405;0.02774767;;;
253;-2.639108;-5.780173;5.129563;0.05483658;0.06916051;0.02762074;;;
254;-2.818209;-5.77943;5.1589;0.05826704;0.06395682;0.02787377;;;
255;-2.625519;-5.782248;5.121526;0.05653667;0.05574372;0.03633879;;;
256;-2.48918;-5.738235;5.124752;0.05362569;0.04573894;0.02506372;;;
257;-2.590785;-5.761602;5.158919;0.05293118;0.05598156;0.02500377;;;
258;-2.770541;-5.763913;5.125396;0.05720981;0.06544978;0.02494079;;;
259;-2.230226;-5.774559;5.122256;0.05081113;0.05619;0.01919539;;;
260;-1.212857;-5.745267;5.133563;0.05227719;0.06104614;0.0238351;;;
261;-0.1372411;-5.763763;5.12582;0.05221815;0.05509337;0.03261977;;;
262;1.090516;-5.72649;5.11939;0.04351844;0.05181199;0.01705367;;;
263;2.552155;-5.699669;5.121262;0.0184124;0.06749948;0.02619251;;;
264;3.464936;-5.647422;5.099573;0.005153902;0.04902777;0.01711163;;;
265;3.859725;-5.549416;5.106747;0.002634071;0.01818964;0.005809867;;;
266;4.044154;-5.469485;5.104456;-0.01627541;0.009211409;0.005598215;;;
267;3.74464;-5.457237;5.114411;-0.02630474;0.01676675;0.004676298;;;
268;3.483642;-5.449648;5.078318;-0.02435617;0.004587319;0.006698465;;;
269;3.267292;-5.39053;5.115664;-0.0360452;0.01174903;-0.002931653;;;
270;3.620856;-5.374543;5.085633;-0.03942942;0.005247419;0.002674998;;;
271;4.197114;-5.321822;5.092449;-0.05035606;-0.02472843;-0.003650963;;;
272;4.549216;-5.280516;5.099729;-0.06480121;-0.0293716;-0.01024256;;;
273;5.810048;-5.251738;5.090409;-0.05351362;-0.003054926;-0.003819909;;;
274;6.3754;-5.237767;5.090927;-0.07549218;-0.03301919;-0.008927669;;;
275;6.914538;-5.233905;5.090353;-0.07376584;-0.04273181;-0.005007158;;;
276;7.249248;-5.177026;5.080562;-0.08328591;-0.03007752;-0.01183645;;;
277;7.686102;-5.179814;5.102548;-0.08979252;-0.05300475;-0.008530585;;;
278;7.702142;-5.155913;5.078699;-0.106094;-0.04772064;-0.02111135;;;
279;7.540001;-5.107276;5.079939;-0.1136273;-0.05711577;-0.01634609;;;
280;7.609195;-5.109488;5.08769;-0.115354;-0.06208104;-0.02051068;;;
281;7.355936;-5.096272;5.101185;-0.126163;-0.08857968;-0.01411584;;;
282;5.883616;-5.109205;5.084571;-0.1341794;-0.08686285;-0.02757367;;;
283;4.776894;-5.073788;5.072121;-0.1331927;-0.09093581;-0.02691708;;;
284;3.489945;-5.134351;5.079787;-0.1354189;-0.06538346;-0.03069246;;;
285;2.514732;-5.154213;5.072231;-0.1250177;-0.07247872;-0.02781888;;;
286;2.360803;-5.174717;5.066689;-0.1192935;-0.05163594;-0.02357026;;;
287;2.505783;-5.172653;5.072804;-0.1210364;-0.04843935;-0.02622253;;;
288;2.568721;-5.096057;5.070059;-0.1213057;-0.03783111;-0.02707374;;;
289;2.399276;-5.141057;5.070803;-0.1275168;-0.05782465;-0.02372868;;;
290;2.569087;-5.134472;5.074309;-0.1230114;-0.04517398;-0.02182448;;;
291;2.400401;-5.16272;5.077341;-0.120178;-0.04764986;-0.02460065;;;
292;2.561533;-5.161097;5.076436;-0.1199607;-0.06356436;-0.02956871;;;
293;2.114171;-5.14406;5.049293;-0.114494;-0.05071976;-0.03670326;;;
294;2.043533;-5.142971;5.049127;-0.1129565;-0.02986342;-0.03334139;;;
295;2.140691;-5.146066;5.057156;-0.1076803;-0.02538459;-0.02980942;;;
296;2.486184;-5.144931;5.068306;-0.115288;-0.03927306;-0.02596559;;;
297;2.696284;-5.151936;5.057607;-0.1082033;-0.03436875;-0.03666147;;;
298;2.46105;-5.14897;5.054778;-0.1192847;-0.04102206;-0.03145402;;;
299;2.141839;-5.150906;5.046941;-0.1024763;-0.01717352;-0.04453808;;;
300;2.304418;-5.107292;5.061839;-0.1043348;-0.0237582;-0.03720389;;;
301;2.571402;-5.122325;5.048753;-0.1050377;-0.01699778;-0.03501026;;;
302;2.348735;-5.150701;5.049597;-0.1032917;-0.03408289;-0.03489278;;;
303;2.267642;-5.152249;5.044283;-0.1026571;-0.01421759;-0.04449029;;;
304;2.17287;-5.127327;5.065444;-0.1034475;-0.007062849;-0.03627196;;;
305;2.572418;-5.131536;5.05455;-0.09728457;-0.000559866;-0.04046539;;;
306;2.397022;-5.150813;5.022188;-0.09243818;-0.0117442;-0.04410391;;;
307;2.57196;-5.133392;5.0348;-0.0991419;-0.002935784;-0.03286861;;;
308;2.133982;-5.113116;5.040081;-0.1003253;-0.006305892;-0.04178118;;;
309;2.620845;-5.131156;5.032613;-0.1025236;-0.00398975;-0.04888223;;;
310;2.488788;-5.128014;5.064338;-0.1003024;-0.01256878;-0.04236664;;;
311;2.480735;-5.128846;5.043594;-0.08806942;-0.004862083;-0.04288007;;;
312;2.093441;-5.163358;5.043509;-0.1074316;0.001559024;-0.04605898;;;
313;2.258182;-5.15371;5.035563;-0.09411093;-0.007751164;-0.04315397;;;
314;2.342254;-5.131526;5.031676;-0.09197761;-0.008500495;-0.04462732;;;
315;2.777729;-5.123939;5.028282;-0.09288653;-0.003795079;-0.04709084;;;
316;2.454355;-5.143596;5.027411;-0.08699761;0.0006906447;-0.04853537;;;
317;2.441;-5.137092;5.018051;-0.0907507;0.001397991;-0.04536794;;;
318;2.255685;-5.138142;5.053554;-0.09292949;0.003942686;-0.04454066;;;
319;2.574249;-5.11359;5.03063;-0.0849389;0.01313459;-0.04617692;;;
320;2.376548;-5.142496;5.043348;-0.08335153;-0.004277478;-0.04991325;;;
321;2.537022;-5.14271;5.037097;-0.08803385;0.01460852;-0.0404193;;;
322;2.026398;-5.100561;5.031179;-0.07635526;0.0007098814;-0.04905119;;;
323;2.553209;-5.115361;5.016808;-0.08501814;0.02114273;-0.053581;;;
324;2.429712;-5.121406;5.011489;-0.08425681;0.02995627;-0.04528529;;;
325;2.834333;-5.161372;5.015592;-0.08073092;-0.004042069;-0.04822117;;;
326;2.333374;-5.140211;5.01393;-0.08314491;0.01179878;-0.04936069;;;
327;2.587464;-5.108627;5.010059;-0.07779076;0.003805183;-0.05384108;;;
328;2.260735;-5.151669;5.011621;-0.0852473;0.0102114;-0.0431155;;;
329;2.545436;-5.156393;5.023141;-0.07641049;0.002018417;-0.04796508;;;
330;2.393363;-5.182869;5.019167;-0.07993164;0.02813367;-0.04951312;;;
331;2.366049;-5.132166;5.018571;-0.07137721;0.02739978;-0.04596306;;;
332;2.389042;-5.123116;5.014966;-0.07007054;0.02293039;-0.04890592;;;
333;2.638538;-5.136754;5.006143;-0.0752032;0.01185507;-0.05556295;;;
334;2.516171;-5.133749;5.01434;-0.06892222;0.02265965;-0.05132117;;;
335;2.464621;-5.150331;5.009273;-0.07266557;0.02420625;-0.04934312;;;
336;2.393403;-5.138822;5.019797;-0.06796526;0.01792823;-0.04590952;;;
337;2.378794;-5.157955;4.991165;-0.06864806;0.03291895;-0.0481651;;;
338;2.430014;-5.134321;5.000278;-0.0646037;0.03176581;-0.04923397;;;
339;2.638938;-5.159575;5.003944;-0.06661431;0.01837921;-0.0526982;;;
340;2.296439;-5.131166;5.015779;-0.06745805;0.0258619;-0.04961657;;;
341;2.452029;-5.15478;4.998335;-0.06758045;0.04656702;-0.05025774;;;
342;2.405995;-5.137033;4.984462;-0.07137174;0.04280933;-0.05227889;;;
343;2.726759;-5.119292;4.990185;-0.06322046;0.03121049;-0.05147637;;;
344;2.642883;-5.180345;4.995478;-0.06200995;0.0364929;-0.04680479;;;
345;2.445176;-5.153301;5.009103;-0.06747589;0.01290707;-0.04543268;;;
346;2.249623;-5.12656;5.000276;-0.06468124;0.04165766;-0.04919227;;;
347;2.477179;-5.120844;5.003558;-0.05781893;0.04035441;-0.05069657;;;
348;2.699768;-5.170439;5.007575;-0.06223659;0.05547868;-0.05455922;;;
349;2.467027;-5.16101;5.008301;-0.06471736;0.05033804;-0.05146876;;;
350;2.521664;-5.181263;4.990619;-0.06718989;0.05921979;-0.05209517;;;
351;2.454162;-5.144717;4.988379;-0.06234024;0.02643326;-0.04859858;;;
352;2.860279;-5.175218;4.986525;-0.06082369;0.04124258;-0.04900767;;;
353;2.685365;-5.148651;4.994973;-0.05636235;0.04228132;-0.05033637;;;
354;2.55961;-5.145783;4.985369;-0.05125844;0.04125016;-0.04840442;;;
355;2.260403;-5.152351;4.978893;-0.05644864;0.04158849;-0.0499356;;;
356;2.58327;-5.15382;4.984797;-0.05808696;0.05930609;-0.04988958;;;
357;2.675821;-5.133794;4.991266;-0.05835812;0.04127153;-0.05669895;;;
358;2.424834;-5.166726;4.968358;-0.0545215;0.03437743;-0.05008738;;;
359;2.373568;-5.141886;4.989569;-0.05750928;0.04837227;-0.05113068;;;
360;2.579307;-5.150282;4.998489;-0.06067419;0.04736409;-0.06130537;;;
361;2.903788;-5.177337;4.976381;-0.05457883;0.02073021;-0.05098639;;;
362;2.97611;-5.151589;4.998675;-0.05963635;0.03875645;-0.04930706;;;
363;2.552305;-5.189032;4.975872;-0.05855849;0.03917823;-0.04753817;;;
364;2.336971;-5.168033;4.976376;-0.04625593;0.03639493;-0.04869565;;;
365;2.386885;-5.1633;5.005016;-0.05221194;0.05469579;-0.04577736;;;
366;2.87903;-5.157821;4.990626;-0.04893812;0.04868277;-0.05855567;;;
367;2.578925;-5.182671;4.991936;-0.05047296;0.0409398;-0.05452289;;;
368;2.581439;-5.158957;4.981142;-0.05290197;0.04858597;-0.04815782;;;
369;2.20567;-5.18428;4.987226;-0.05233937;0.03862417;-0.05582608;;;
370;2.913727;-5.208537;4.990396;-0.04562824;0.04278437;-0.05351019;;;
371;2.750442;-5.168374;4.981492;-0.04085645;0.0531313;-0.05244189;;;
372;2.876672;-5.188819;4.971627;-0.0489881;0.04489129;-0.04896796;;;
373;2.129588;-5.15842;5.001225;-0.04170809;0.05661375;-0.05210765;;;
374;2.762055;-5.179246;4.971791;-0.04639327;0.04892312;-0.04748362;;;
